title,locale,image_url,url,path,labio_identnummer,description,price,Grundpreis,Füllmenge,category,Anwendung,Inhaltsstoffe,Siliconfree,Vegan,Verfügbar
Revitalising Capsules,en,https://image.labiosthetique.com/i/square-1440/m2-product:revitalising_capsules_412984_20Kapseln_fa94919.jpg/feed-media.jpg,https://www.labiosthetique.de/revitalising-capsules?childSku=4040218891126,/revitalising-capsules?childSku=4040218891126,002128,"Revitalising Capsules complete the balanced Méthode Régénérante care concept. Each lipid capsule contains a high-quality cocktail of valuable oils that revitalise the skin deep down, provide intensive care and leave the skin feeling silky soft.","38,00 €",0,20 capsules,Skin care,"Open a capsule and apply its care oil to the cleansed and toned skin of the face, neck and décolleté.","C9-12 ALKANE, C13-15 ALKANE, MACADAMIA INTEGRIFOLIA SEED OIL, COCO-CAPRYLATE/CAPRATE, DIMETHICONOL, BORAGO OFFICINALIS SEED OIL, ALARIA ESCULENTA EXTRACT, CRAMBE ABYSSINICA SEED OIL, BETA-CAROTENE, XANTHOPHYLL, TOCOPHEROL, ROSMARINUS OFFICINALIS (ROSEMARY) LEAF EXTRACT , HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, CAPRYLIC/CAPRIC TRIGLYCERIDE, PARFUM (FRAGRANCE), TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, ALPHA-ISOMETHYL IONONE, GERANIOL, BENZYL ALCOHOL, PINENE, LIMONENE, LINALOOL, LINALYL ACETATE, CITRONELLOL, HEXYL CINNAMAL, POGOSTEMON CABLIN OIL",no,no,ja
Eye Make-up Remover,de,https://image.labiosthetique.com/i/square-1440/m2-product:eye_make_up_remover_413558_100ml_4ab1e21.jpg/feed-media.jpg,https://www.labiosthetique.de/eye-make-up-remover-2,/eye-make-up-remover-2,017211,Der Augen-Make-up-Entferner reinigt sanft und äußerst behutsam die empfindliche Augenpartie und verleiht herrliche Frische.,"25,00 €","250,00 € / 1 l",100 ml,Make-Up,Wattepad mit Eye Make-up Remover tränken und damit das Augen-Make-up sanft entfernen.,"AQUA (WATER), DISODIUM PEG-5 LAURYLCITRATE SULFOSUCCINATE, SODIUM LACTATE, DECYL GLUCOSIDE, LACTIC ACID, BENZYL ALCOHOL, SODIUM LAURETH SULFATE, DEHYDROACETIC ACID, SODIUM BENZOATE, PHENOXYETHANOL, CI 42090 (BLUE 1), ETHYLHEXYLGLYCERIN, TETRASODIUM EDTA",no,no,ja
Eye Make-up Remover,en,https://image.labiosthetique.com/i/square-1440/m2-product:eye_make_up_remover_413558_100ml_4ab1e21.jpg/feed-media.jpg,https://www.labiosthetique.de/eye-make-up-remover-2,/eye-make-up-remover-2,017211,The eye make-up remover gently and thoroughly cleanses the sensitive eye area and gives it wonderful freshness.,"25,00 €","250,00 € / 1 l",100 ml,Make-up,Soak cotton pad in Eye Make-up Remover and use to gently remove your eye make-up.,"AQUA (WATER), DISODIUM PEG-5 LAURYLCITRATE SULFOSUCCINATE, SODIUM LACTATE, DECYL GLUCOSIDE, LACTIC ACID, BENZYL ALCOHOL, SODIUM LAURETH SULFATE, DEHYDROACETIC ACID, SODIUM BENZOATE, PHENOXYETHANOL, CI 42090 (BLUE 1), ETHYLHEXYLGLYCERIN, TETRASODIUM EDTA",no,no,ja
Dermosthétique Hyaluronic Acid Hydrating Toner,de,https://image.labiosthetique.com/i/square-1440/m2-product:dermosth_tique_hyaluronic_acid_hydrating_toner_247959_200ml_917c0fb.jpg/feed-media.jpg,https://www.labiosthetique.de/dermosthetique-acid-hydrating-toner,/dermosthetique-acid-hydrating-toner,002665,"Die leichte Formel mit Hyaluronsäure erfrischt und regeneriert die Haut, verhindert Austrocknen und unterstützt die Aufnahme nachfolgender Pflegesubstanzen.","39,00 €","195,00 € / 1 l",200 ml,Hautpflege,"Ein paar Spritzer in die Handinnenflächen geben und auf das gereinigte Gesicht, den Hals und das Dekolleté auftragen. Die nachfolgende Pflege gleich anschließend auftragen, solange die Haut noch angefeuchtet ist.","AQUA (WATER), ALCOHOL DENAT., CENTELLA ASIATICA LEAF EXTRACT*, SODIUM HYALURONATE, CAPRYLYL/CAPRYL GLUCOSIDE, GLYCERIN, LACTIC ACID, CITRIC ACID, SODIUM BENZOATE, POTASSIUM SORBATE, PARFUM (FRAGRANCE)",yes,yes,ja
Dermosthétique Hyaluronic Acid Hydrating Toner,en,https://image.labiosthetique.com/i/square-1440/m2-product:dermosth_tique_hyaluronic_acid_hydrating_toner_247959_200ml_917c0fb.jpg/feed-media.jpg,https://www.labiosthetique.de/dermosthetique-acid-hydrating-toner,/dermosthetique-acid-hydrating-toner,002665,"The light formulation with hyaluronic acid refreshes and regenerates the skin, prevents it from drying out and supports the absorption of subsequent care substances.","39,00 €","195,00 € / 1 l",200 ml,Skin care,"Squirt a small amount of the toner into the palm of the hand and apply it to the cleansed face, neck and décolleté, then apply a subsequent care product while the skin is still moist.","AQUA (WATER), ALCOHOL DENAT., CENTELLA ASIATICA LEAF EXTRACT*, SODIUM HYALURONATE, CAPRYLYL/CAPRYL GLUCOSIDE, GLYCERIN, LACTIC ACID, CITRIC ACID, SODIUM BENZOATE, POTASSIUM SORBATE, PARFUM (FRAGRANCE)",yes,yes,ja
Revitalising Aroma Complex,de,https://image.labiosthetique.com/i/square-1440/m2-product:revitalising_aroma_complex_384870_10ml_5524909.jpg/feed-media.jpg,https://www.labiosthetique.de/revitalising-aroma-complex,/revitalising-aroma-complex,003063,Das aromatisch duftende Konzentrat aus ausgesuchten etherischen Ölen mit energetisierenden Eigenschaften weckt im Rahmen einer ganzheitlichen Gesichtsbehandlung die Sinne und vitalisiert die Haut. Für alle Liebhaber von Visarôme Atône wird dies Ihr neues Lieblingsprodukt.,"36,00 €","3.600,00 € / 1 l",10 ml,Hautpflege,Aroma Complex zur Energetisierung der Gesichtshaut. Täglich oder mehrmals wöchentlich 2-3 Tropfen nach der Reinigung auf der Gesichtshaut verteilen und leicht mit den Fingerkuppen einmassieren. Kann auch punktuell an den Energiepunkten im Gesicht angewendet werden.,"DICAPRYLYL CARBONATE, ALCOHOL DENAT., PARFUM (FRAGRANCE), THYMUS VULGARIS (THYME) LEAF OIL, PELARGONIUM GRAVEOLENS FLOWER OIL, ROSMARINUS OFFICINALIS (ROSEMARY) LEAF OIL, CAMPHOR, CITRONELLOL, MENTHOL, MENTHA PIPERITA (PEPPERMINT) OIL, CORIDOTHYMUS CAPITATUS OIL, LINALOOL, TOCOPHEROL, PINENE, GERANIOL, LIMONENE, TERPINEOL, BETA-CARYOPHYLLENE, CITRUS AURANTIUM PEEL OIL, ALPHA-TERPINENE, LINALYL ACETATE, CITRAL, TERPINOLENE, EUGENOL, GERANYL ACETATE, EUGENIA CARYOPHYLLUS OIL",yes,yes,ja
Revitalising Aroma Complex,en,https://image.labiosthetique.com/i/square-1440/m2-product:revitalising_aroma_complex_384870_10ml_5524909.jpg/feed-media.jpg,https://www.labiosthetique.de/revitalising-aroma-complex,/revitalising-aroma-complex,003063,The aromatically scented concentrate of selected essential oils with energising properties awakens the senses and revitalises the skin as part of a holistic facial treatment. For all lovers of Visarôme Atône this will be your new favorite product.,"36,00 €","3.600,00 € / 1 l",10 ml,Skin care,Aroma Complex for energising the facial skin. Apply 2-3 drops to the facial skin daily or several times a week after cleansing and massage in gently with the fingertips. Can also be applied selectively to energy points on the face.,"DICAPRYLYL CARBONATE, ALCOHOL DENAT., PARFUM (FRAGRANCE), THYMUS VULGARIS (THYME) LEAF OIL, PELARGONIUM GRAVEOLENS FLOWER OIL, ROSMARINUS OFFICINALIS (ROSEMARY) LEAF OIL, CAMPHOR, CITRONELLOL, MENTHOL, MENTHA PIPERITA (PEPPERMINT) OIL, CORIDOTHYMUS CAPITATUS OIL, LINALOOL, TOCOPHEROL, PINENE, GERANIOL, LIMONENE, TERPINEOL, BETA-CARYOPHYLLENE, CITRUS AURANTIUM PEEL OIL, ALPHA-TERPINENE, LINALYL ACETATE, CITRAL, TERPINOLENE, EUGENOL, GERANYL ACETATE, EUGENIA CARYOPHYLLUS OIL",yes,yes,ja
Care & Fix Lash Conditioner,de,https://image.labiosthetique.com/i/square-1440/m2-product:care_fix_lash_conditioner_406173_5ml_86a7a93.jpg/feed-media.jpg,https://www.labiosthetique.de/care-fix-lash-conditioner-1,/care-fix-lash-conditioner-1,017682,"Die unsichtbare Wimpernpflege verwöhnt nicht nur die Wimpern, sie bringt auch widerspenstige Augenbrauen wieder tipptopp in Form.","26,50 €",0,5 ml,Make-Up,"Care & Fix Lash Conditioner gleichmäßig auf die Wimpern bzw. Augenbrauen auftragen und in die gewünschte Form bringen. Als Wimpernpflege sollte Care & Fix Lash Conditioner regelmäßig morgens und abends verwendet werden, damit die Pflegestoffe intensiv wirken können.","AQUA (WATER), ALCOHOL DENAT. , PVP, TRIETHANOLAMINE, CARBOMER, PANTHENOL, PHENOXYETHANOL, METHYLPARABEN, ALOE BARBADENSIS LEAF JUICE, MALVA SYLVESTRIS FLOWER EXTRACT, PROPYLENE GLYCOL",no,no,ja
Care & Fix Lash Conditioner,en,https://image.labiosthetique.com/i/square-1440/m2-product:care_fix_lash_conditioner_406173_5ml_86a7a93.jpg/feed-media.jpg,https://www.labiosthetique.de/care-fix-lash-conditioner-1,/care-fix-lash-conditioner-1,017682,"The invisible lash care not only pampers the lashes, but also grooms stubborn eyebrows into shape.","26,50 €",0,5 ml,Make-up,"Evenly apply Care & Fix Lash Conditioner to lashes and/or brows and shape as desired. As a lash care, use Care & Fix Lash Conditioner regularly in the morning and evening to maximise the effect of the conditioning substances.","AQUA (WATER), ALCOHOL DENAT. , PVP, TRIETHANOLAMINE, CARBOMER, PANTHENOL, PHENOXYETHANOL, METHYLPARABEN, ALOE BARBADENSIS LEAF JUICE, MALVA SYLVESTRIS FLOWER EXTRACT, PROPYLENE GLYCOL",no,no,ja
Spa Long Lasting Roll-on Antiperspirant,de,https://image.labiosthetique.com/i/square-1440/m2-product:spa_long_lasting_roll_on_antiperspirant_329749_50ml_a1cc152.jpg/feed-media.jpg,https://www.labiosthetique.de/spa-longlasting-antiperspirant,/spa-longlasting-antiperspirant,002915,Antitranspirant zur Minderung übermäßiger Schweißbildung und Vermeidung von Schweißgeruch.,"21,50 €","430,00 € / 1 l",50 ml,Hautpflege,"Das lang anhaltende Roll-on Antitranspirant direkt auf die saubere, trockene Haut der Achselhöhle auftragen. Nicht unmittelbar nach der Rasur anwenden.","AQUA (WATER), ALUMINUM CHLOROHYDRATE, PPG-15 STEARYL ETHER, PROPANEDIOL, STEARETH-2, STEARETH-21, PARFUM (FRAGRANCE), PHENOXYETHANOL, KAOLIN, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, LIMONENE, ETHYLHEXYLGLYCERIN, CITRUS LIMON PEEL OIL, CITRUS AURANTIUM PEEL OIL, PINENE, CITRAL, LEMONGRASS OIL, LINALOOL, TOCOPHEROL",yes,no,ja
Spa Long Lasting Roll-on Antiperspirant,en,https://image.labiosthetique.com/i/square-1440/m2-product:spa_long_lasting_roll_on_antiperspirant_329749_50ml_a1cc152.jpg/feed-media.jpg,https://www.labiosthetique.de/spa-longlasting-antiperspirant,/spa-longlasting-antiperspirant,002915,An antiperspirant for reducing excessive perspiration and avoiding body odour.,"21,50 €","430,00 € / 1 l",50 ml,Skin care,"Apply Long-Lasting Roll-on Antiperspirant directly to the clean, dry skin of the underarms. Do not apply directly after shaving.","AQUA (WATER), ALUMINUM CHLOROHYDRATE, PPG-15 STEARYL ETHER, PROPANEDIOL, STEARETH-2, STEARETH-21, PARFUM (FRAGRANCE), PHENOXYETHANOL, KAOLIN, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, LIMONENE, ETHYLHEXYLGLYCERIN, CITRUS LIMON PEEL OIL, CITRUS AURANTIUM PEEL OIL, PINENE, CITRAL, LEMONGRASS OIL, LINALOOL, TOCOPHEROL",yes,no,ja
Homme Matt Grip Paste,de,https://image.labiosthetique.com/i/square-1440/m2-product:homme_matt_grip_paste_413143_75ml_15c7ca3.jpg/feed-media.jpg,https://www.labiosthetique.de/homme-matt-grip-paste-1,/homme-matt-grip-paste-1,110008,Die Stylingpaste mit Aktivkohle schafft griffig-voluminöse Looks mit flexibler Modellierbarkeit und matter Undone-Textur.,"29,00 €","386,67 € / 1 l",75 ml,Styling,Ins trockene oder feuchte Haar einarbeiten.,"AQUA (WATER), GLYCERIN, KAOLIN, CERA ALBA (BEESWAX), PVP, CETYL PALMITATE, COPERNICIA CERIFERA CERA (CARNAUBA WAX), CETEARYL ALCOHOL, CETEARYL GLUCOSIDE, STEARIC ACID, PALMITIC ACID, HYDROGENATED COCO-GLYCERIDES, PARFUM (FRAGRANCE), ETHYLHEXYL STEARATE, POTASSIUM CETYL PHOSPHATE, SODIUM BENZOATE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, LINALOOL, LIMONENE, CHARCOAL POWDER, LINALYL ACETATE, PINENE, CITRUS AURANTIUM BERGAMIA (BERGAMOT) PEEL OIL, CITRUS AURANTIUM PEEL OIL, GERANIOL, LAVANDULA OIL/EXTRACT, CITRUS LIMON PEEL OIL, TERPINEOL, COUMARIN, CITRAL, BETA-CARYOPHYLLENE, CAMPHOR, ROSE KETONES, VANILLIN, TERPINOLENE, ALPHA-TERPINENE, GERANYL ACETATE",yes,no,ja
Homme Matt Grip Paste,en,https://image.labiosthetique.com/i/square-1440/m2-product:homme_matt_grip_paste_413143_75ml_15c7ca3.jpg/feed-media.jpg,https://www.labiosthetique.de/homme-matt-grip-paste-1,/homme-matt-grip-paste-1,110008,The styling paste with active charcoal creates voluminous looks with grip and a matte undone texture that can be flexibly modelled.,"29,00 €","386,67 € / 1 l",75 ml,Styling,Work into dry or damp hair.,"AQUA (WATER), GLYCERIN, KAOLIN, CERA ALBA (BEESWAX), PVP, CETYL PALMITATE, COPERNICIA CERIFERA CERA (CARNAUBA WAX), CETEARYL ALCOHOL, CETEARYL GLUCOSIDE, STEARIC ACID, PALMITIC ACID, HYDROGENATED COCO-GLYCERIDES, PARFUM (FRAGRANCE), ETHYLHEXYL STEARATE, POTASSIUM CETYL PHOSPHATE, SODIUM BENZOATE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, LINALOOL, LIMONENE, CHARCOAL POWDER, LINALYL ACETATE, PINENE, CITRUS AURANTIUM BERGAMIA (BERGAMOT) PEEL OIL, CITRUS AURANTIUM PEEL OIL, GERANIOL, LAVANDULA OIL/EXTRACT, CITRUS LIMON PEEL OIL, TERPINEOL, COUMARIN, CITRAL, BETA-CARYOPHYLLENE, CAMPHOR, ROSE KETONES, VANILLIN, TERPINOLENE, ALPHA-TERPINENE, GERANYL ACETATE",yes,no,ja
BELAVANCE® Brilliant Nail Chili,de,https://image.labiosthetique.com/i/square-1440/m2-product:belavance_brilliant_nail_chili_413018_8ml_d54e09e.jpg/feed-media.jpg,https://www.labiosthetique.de/brilliant-nail?childSku=4040218896824,/brilliant-nail?childSku=4040218896824,020401,Der Nagellack Brilliant Nail peppt Hand- und Fußnägel frech auf und bringt sie auf Hochglanz – langanhaltend.,"19,00 €",0,8 ml,Make-Up,"Einfach eine dünne Schicht Brilliant Nail über den bereits getrockneten Unterlack bzw. auch direkt auf den Nagel auftragen. Intensiveres Farbergebnis gewünscht? Dann einfach eine zweite Schicht auftragen. Für eine noch längere Haltbarkeit mit dem Überlack Superior Nail Treatment fixieren. Und wenn´s schnell gehen soll, dann den Nagellack-Schnelltrockner Brilliant Nail Finish verwenden.","BUTYL ACETATE, ETHYL ACETATE, NITROCELLULOSE, ACETYL TRIBUTYL CITRATE, ADIPIC ACID/NEOPENTYL GLYCOL/TRIMELLITIC ANHYDRIDE COPOLYMER, ISOPROPYL ALCOHOL, CI 73360 (RED 30 LAKE), STEARALKONIUM BENTONITE, ACRYLATES COPOLYMER, CI 15850 (RED 7 LAKE), N-BUTYL ALCOHOL, SORBIC ACID, DIETHYLHEXYL SODIUM SULFOSUCCINATE, CI 77891 (TITANIUM DIOXIDE), PHOSPHORIC ACID, AQUA (WATER), ALCOHOL DENAT., CI 19140 (YELLOW 5 LAKE), CI 77510 (FERRIC FERROCYANIDE), CI 77499 (IRON OXIDES)",yes,yes,ja
BELAVANCE® Brilliant Nail Chili,en,https://image.labiosthetique.com/i/square-1440/m2-product:belavance_brilliant_nail_chili_413018_8ml_d54e09e.jpg/feed-media.jpg,https://www.labiosthetique.de/brilliant-nail?childSku=4040218896824,/brilliant-nail?childSku=4040218896824,020401,Brilliant Nail nail polish gives finger and toe nails a cheeky look with high shine and is also long-lasting,"19,00 €",0,8 ml,Make-up,"Simply apply a thin coat of Brilliant Nail to the already dry base coat and/or directly to the nail. Would you like a more intense colour result? If so, simply apply a second coat. For more durability fix the nails with the Superior Nail Treatment top coat. And if you are in a rush, use Brilliant Nail Finish for fast-drying nails.","BUTYL ACETATE, ETHYL ACETATE, NITROCELLULOSE, ACETYL TRIBUTYL CITRATE, ADIPIC ACID/NEOPENTYL GLYCOL/TRIMELLITIC ANHYDRIDE COPOLYMER, ISOPROPYL ALCOHOL, CI 73360 (RED 30 LAKE), STEARALKONIUM BENTONITE, ACRYLATES COPOLYMER, CI 15850 (RED 7 LAKE), N-BUTYL ALCOHOL, SORBIC ACID, DIETHYLHEXYL SODIUM SULFOSUCCINATE, CI 77891 (TITANIUM DIOXIDE), PHOSPHORIC ACID, AQUA (WATER), ALCOHOL DENAT., CI 19140 (YELLOW 5 LAKE), CI 77510 (FERRIC FERROCYANIDE), CI 77499 (IRON OXIDES)",yes,yes,ja
N° 11 Augenbrauen- & Wimpernbürste,de,https://image.labiosthetique.com/i/square-1440/m2-product:n_11_augenbrauen_wimpernb_rste_394495_1St_ck_a78c179.jpg/feed-media.jpg,https://www.labiosthetique.de/n-11-augenbrauen-wimpernbuerste,/n-11-augenbrauen-wimpernbuerste,031760,Lash Brush aus schwarzen Nylonfasern: Formt die Augenbrauen und löst zudem überschüssige Klümpchen von den Wimpern.,"6,00 €",0,1 pcs,Make-Up,Die Bürste direkt nach dem Tuschen verwenden und verklebte Wimpern trennen und definieren. Tipp: Für perfekte Wow Brows die Augenbrauen mit etwas Haarspray in Form bürsten.,keine Angabe,no,no,ja
N° 11 Eyebrow and lash brush,en,https://image.labiosthetique.com/i/square-1440/m2-product:n_11_augenbrauen_wimpernb_rste_394495_1St_ck_a78c179.jpg/feed-media.jpg,https://www.labiosthetique.de/n-11-augenbrauen-wimpernbuerste,/n-11-augenbrauen-wimpernbuerste,031760,Lash brush made of black nylon fibres: Shapes the eyebrows and brushes surplus clumps from the lashes.,"6,00 €",0,1 pcs,Make-up,Use the brush right after applying mascara to separate and define stuck-together lashes. Tip: For perfect wow brows brush the eyebrows into shape with some hairspray.,not specified,no,no,ja
Curl Activating Shampoo,de,https://image.labiosthetique.com/i/square-1440/m2-product:curl_activating_shampoo_247199_250ml_65fdd37.jpg/feed-media.jpg,https://www.labiosthetique.de/curl-activating-shampoo,/curl-activating-shampoo,120858,Das sanft reinigende Shampoo belebt und aktiviert Locken bereits beim Waschen mit extra viel Feuchtigkeit und einem exklusiven Polymer.,"27,00 €","108,00 € / 1 l",250 ml,Haar- & Kopfhautpflege,"Gleichmäßig im angefeuchteten Haar verteilen, aufschäumen und einmassieren. Anschließend gründlich ausspülen.","AQUA (WATER), LAURYL GLUCOSIDE , SODIUM LAURETH SULFATE, GLYCERIN, COCAMIDOPROPYL BETAINE, SODIUM LAUROYL SARCOSINATE, PARFUM (FRAGRANCE), POLYQUATERNIUM-7, LACTIC ACID, SODIUM BENZOATE, SODIUM CHLORIDE, C9-12 ALKANE, MARIS SAL (SEA SALT), TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, SODIUM CITRATE, POLYQUATERNIUM-10, CITRIC ACID, LIMONENE, COCO-CAPRYLATE/CAPRATE, LINALOOL, HEXAMETHYLINDANOPYRAN, LINALYL ACETATE, SERINE, SODIUM LACTATE, SORBITOL, TEA-LACTATE, UREA, PHENOXYETHANOL, BENZYL SALICYLATE, ALPHA-ISOMETHYL IONONE, PINENE, CITRONELLOL, PG-HYDROXYETHYLCELLULOSE COCODIMONIUM CHLORIDE, ETHYLHEXYLGLYCERIN, ALLANTOIN",yes,yes,ja
Curl Activating Shampoo,en,https://image.labiosthetique.com/i/square-1440/m2-product:curl_activating_shampoo_247199_250ml_65fdd37.jpg/feed-media.jpg,https://www.labiosthetique.de/curl-activating-shampoo,/curl-activating-shampoo,120858,The gently cleansing shampoo invigorates and activates curls as you wash them with lots of moisture and an exclusive polymer.,"27,00 €","108,00 € / 1 l",250 ml,Hair & scalp care,"Evenly distribute into dampened hair, lather, and massage in. Then rinse thoroughly.","AQUA (WATER), LAURYL GLUCOSIDE , SODIUM LAURETH SULFATE, GLYCERIN, COCAMIDOPROPYL BETAINE, SODIUM LAUROYL SARCOSINATE, PARFUM (FRAGRANCE), POLYQUATERNIUM-7, LACTIC ACID, SODIUM BENZOATE, SODIUM CHLORIDE, C9-12 ALKANE, MARIS SAL (SEA SALT), TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, SODIUM CITRATE, POLYQUATERNIUM-10, CITRIC ACID, LIMONENE, COCO-CAPRYLATE/CAPRATE, LINALOOL, HEXAMETHYLINDANOPYRAN, LINALYL ACETATE, SERINE, SODIUM LACTATE, SORBITOL, TEA-LACTATE, UREA, PHENOXYETHANOL, BENZYL SALICYLATE, ALPHA-ISOMETHYL IONONE, PINENE, CITRONELLOL, PG-HYDROXYETHYLCELLULOSE COCODIMONIUM CHLORIDE, ETHYLHEXYLGLYCERIN, ALLANTOIN",yes,yes,ja
Volume Strengthening Repair Mask,de,https://image.labiosthetique.com/i/square-1440/m2-product:volume_strengthening_repair_mask_247443_100ml_df35f6a.jpg/feed-media.jpg,https://www.labiosthetique.de/volume-strengthening-repair-mask,/volume-strengthening-repair-mask,120524,"Die intensive Pflegemaske repariert und kräftigt das Haar tiefenwirksam, ohne es zu beschweren, beugt Haarbruch sowie Spliss vor und schafft gesundes Volumen.","28,00 €","280,00 € / 1 l",100 ml,Haar- & Kopfhautpflege,"Gleichmäßig im feuchten Haar verteilen, möglichst 10 Minuten einwirken lassen und anschließend ausspülen.","AQUA (WATER), CETEARYL ALCOHOL, CETYL ALCOHOL, PEG-40 HYDROGENATED CASTOR OIL, DICAPRYLYL ETHER , PENTYLENE GLYCOL, PHENOXYETHANOL, BEHENTRIMONIUM METHOSULFATE, PARFUM (FRAGRANCE), LAURYL ALCOHOL, POLYQUATERNIUM-11, POLYGLYCERYL-3 OLEATE, HYDROLYZED RICE BRAN PROTEIN, HYDROLYZED SOY PROTEIN, KAPPAPHYCUS ALVAREZII EXTRACT, BETAINE, LAMINARIA SACCHARINA EXTRACT, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, ETHYLHEXYLGLYCERIN, ACETIC ACID, HEXADECANOLACTONE, GLYCINE, BENZYL SALICYLATE, ALPHA-ISOMETHYL IONONE, LIMONENE, CITRUS AURANTIUM BERGAMIA (BERGAMOT) PEEL OIL, CAPRYLYL GLYCOL, LINALYL ACETATE, ISOCHRYSIS GALBANA EXTRACT, TOCOPHEROL",yes,yes,ja
Volume Strengthening Repair Mask,en,https://image.labiosthetique.com/i/square-1440/m2-product:volume_strengthening_repair_mask_247443_100ml_df35f6a.jpg/feed-media.jpg,https://www.labiosthetique.de/volume-strengthening-repair-mask,/volume-strengthening-repair-mask,120524,"This intensive care mask repairs and strengthens the hair right down to the roots without weighing it down, prevents hair breakage and split ends and creates healthy volume.","28,00 €","280,00 € / 1 l",100 ml,Hair & scalp care,"Evenly distribute into damp hair, leave in for 10 minutes where possible and then rinse.","AQUA (WATER), CETEARYL ALCOHOL, CETYL ALCOHOL, PEG-40 HYDROGENATED CASTOR OIL, DICAPRYLYL ETHER , PENTYLENE GLYCOL, PHENOXYETHANOL, BEHENTRIMONIUM METHOSULFATE, PARFUM (FRAGRANCE), LAURYL ALCOHOL, POLYQUATERNIUM-11, POLYGLYCERYL-3 OLEATE, HYDROLYZED RICE BRAN PROTEIN, HYDROLYZED SOY PROTEIN, KAPPAPHYCUS ALVAREZII EXTRACT, BETAINE, LAMINARIA SACCHARINA EXTRACT, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, ETHYLHEXYLGLYCERIN, ACETIC ACID, HEXADECANOLACTONE, GLYCINE, BENZYL SALICYLATE, ALPHA-ISOMETHYL IONONE, LIMONENE, CITRUS AURANTIUM BERGAMIA (BERGAMOT) PEEL OIL, CAPRYLYL GLYCOL, LINALYL ACETATE, ISOCHRYSIS GALBANA EXTRACT, TOCOPHEROL",yes,yes,ja
Spa Intensive Hand Care,de,https://image.labiosthetique.com/i/square-1440/m2-product:spa_intensive_hand_care_417074_50ml_83b8dfb.jpg/feed-media.jpg,https://www.labiosthetique.de/spa-intensive-hand-care?childSku=4040218856323,/spa-intensive-hand-care?childSku=4040218856323,003731,Zur intensiven Pflege trockener Haut an den Händen.,"18,50 €","370,00 € / 1 l",50 ml,Hautpflege,"Nach dem Händewaschen eine erbsengroße Menge auf die trockene Haut auftragen und einmassieren. Anwendung als Handpackung: Eine Cremeschicht wie eine Maske auftragen, mit einer warmen Kompresse abdecken und circa 15 Minuten einwirken lassen. Die Cremereste anschließend einmassieren.","AQUA (WATER), PETROLATUM, PARAFFINUM LIQUIDUM (MINERAL OIL), GLYCERIN, GLYCERYL STEARATE, STEARIC ACID, PALMITIC ACID, CETEARYL ALCOHOL, PEG-5 GLYCERYL STEARATE, CETEARETH-12, INULIN, PANTHENOL, PARFUM (FRAGRANCE), OCTYLDODECANOL, PHENOXYETHANOL, TROMETHAMINE, ALLANTOIN, ALPHA-GLUCAN OLIGOSACCHARIDE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, LIMONENE, BENZOIC ACID, SODIUM LACTATE, CITRUS LIMON PEEL OIL, CITRUS AURANTIUM PEEL OIL, ECHIUM PLANTAGINEUM SEED OIL, DEHYDROACETIC ACID, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL UNSAPONIFIABLES, CITRIC ACID, PINENE, CITRAL, CARDIOSPERMUM HALICACABUM FLOWER/LEAF/VINE EXTRACT, LEMONGRASS OIL, LINALOOL, TOCOPHEROL",yes,no,ja
Spa Intensive Hand Care,en,https://image.labiosthetique.com/i/square-1440/m2-product:spa_intensive_hand_care_417074_50ml_83b8dfb.jpg/feed-media.jpg,https://www.labiosthetique.de/spa-intensive-hand-care?childSku=4040218856323,/spa-intensive-hand-care?childSku=4040218856323,003731,Intensive care for dry skin on the hands.,"18,50 €","370,00 € / 1 l",50 ml,Skin care,"After hand-washing, apply a pea-sized amount to dry skin and massage in. Application as a hand pack: apply a layer of cream like a mask, cover with a warm compress and leave to take effect for approximately 15 minutes, then massage in the cream residue.","AQUA (WATER), PETROLATUM, PARAFFINUM LIQUIDUM (MINERAL OIL), GLYCERIN, GLYCERYL STEARATE, STEARIC ACID, PALMITIC ACID, CETEARYL ALCOHOL, PEG-5 GLYCERYL STEARATE, CETEARETH-12, INULIN, PANTHENOL, PARFUM (FRAGRANCE), OCTYLDODECANOL, PHENOXYETHANOL, TROMETHAMINE, ALLANTOIN, ALPHA-GLUCAN OLIGOSACCHARIDE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, LIMONENE, BENZOIC ACID, SODIUM LACTATE, CITRUS LIMON PEEL OIL, CITRUS AURANTIUM PEEL OIL, ECHIUM PLANTAGINEUM SEED OIL, DEHYDROACETIC ACID, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL UNSAPONIFIABLES, CITRIC ACID, PINENE, CITRAL, CARDIOSPERMUM HALICACABUM FLOWER/LEAF/VINE EXTRACT, LEMONGRASS OIL, LINALOOL, TOCOPHEROL",yes,no,ja
