title,locale,image_url,url,path,labio_identnummer,description,price,Grundpreis,Füllmenge,category,Anwendung,Inhaltsstoffe
BELAVANCE® Nail Hardener,de,https://image.labiosthetique.com/i/square-1440/m2-product:belavance_nail_hardener_413024_8ml_fab2ecc.jpg/feed-media.jpg,https://www.labiosthetique.de/belavancer-nail-hardener,/belavancer-nail-hardener,020652,"Der BELAVANCE® Nail Hardener kräftigt weiche, brüchige Nägel von der Wurzel bis zur Spitze und sorgt bereits nach kurzer Zeit für deutlich festere und glattere Nägel.","19,00 €",,8 ml,Make-Up,Als Kurbehandlung zwei Mal pro Woche auf den gesamten Nagel auftragen. Vor jeder erneuten Anwendung vollständig entfernen. Als pflegenden Klarlack in zwei Schichten auftragen oder als Unterlack unter BELAVANCE® Brilliant Nail verwenden.,"BUTYL ACETATE, ETHYL ACETATE, NITROCELLULOSE, ADIPIC ACID/NEOPENTYL GLYCOL/TRIMELLITIC ANHYDRIDE COPOLYMER, ACETYL TRIBUTYL CITRATE, ISOPROPYL ALCOHOL, SILICA, ACRYLATES COPOLYMER, GLYCOLIC ACID, N-BUTYL ALCOHOL, DIMETHYL SULFONE, HEXANAL, DIMETHYL OXOBENZO DIOXASILANE, CI 77891 (TITANIUM DIOXIDE), LITHOTHAMNIOM CALCAREUM EXTRACT, MANNITOL, AQUA (WATER), DIATOMACEOUS EARTH, ZINC SULFATE, TOCOPHEROL"
Tinted Eyebrow Gel Dark Brown,de,https://image.labiosthetique.com/i/square-1440/m2-product:tinted_eyebrow_gel_dark_brown_247581_4ml_f5574dd.jpg/feed-media.jpg,https://www.labiosthetique.de/tinted-eyebrow-gel?childSku=4040218836349,/tinted-eyebrow-gel?childSku=4040218836349,017002,"Das getönte Gel sorgt für perfekt modellierte, voller wirkende Augenbrauen, füllt Lücken auf und fixiert mit natürlichem Matt-Finish.","25,00 €",,4 ml,Make-Up,Die Augenbrauen in Wuchsrichtung mit dem Applikatorbürstchen und der passenden Farbe des Tinted Eyebrow Gel einfärben und in die gewünschte Form bürsten. Eventuelle Lücken mit der gleichen Textur und einem feinen Pinsel (#6 oder #7) auffüllen.,"ISODODECANE, MICA, TRIMETHYLSILOXYSILICATE, ETHYLENE/PROPYLENE/STYRENE COPOLYMER, CI 77499 (IRON OXIDES), DISTEARDIMONIUM HECTORITE, CI 77491 (IRON OXIDES), CI 77492 (IRON OXIDES), PROPYLENE CARBONATE, CI 77891 (TITANIUM DIOXIDE), TRIETHOXYCAPRYLYLSILANE, BUTYLENE/ETHYLENE/STYRENE COPOLYMER, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, ALUMINUM HYDROXIDE"
Colour Protection Shine Restoring Conditioning Fluid,de,https://image.labiosthetique.com/i/square-1440/m2-product:colour_protection_shine_restoring_conditioning_fluid_333513_125ml_cd7d939.jpg/feed-media.jpg,https://www.labiosthetique.de/colour-protection-shine-restoring-conditioning-fluid,/colour-protection-shine-restoring-conditioning-fluid,120549,"Das Leave-in Fluid mit integriertem Hitzeschutz nährt und pflegt das Haar tiefenwirksam. Es bietet umfangreichen Schutz vor negativen Umwelteinflüssen und Hitzeschäden, verhindert frühzeitigen Farbverlust und verleiht seidigen Glanz.","29,50 €","236,00 € / 1 l",125 ml,Haar- & Kopfhautpflege,Nach der Haarwäsche im handtuchtrockenen Haar verteilen und leicht einkneten. Nicht ausspülen.,"AQUA (WATER), CETEARYL ALCOHOL, PROPANEDIOL, LAURYL ALCOHOL, ISODODECANE, BEHENTRIMONIUM METHOSULFATE, HEPTYL UNDECYLENATE, PHENOXYETHANOL, PARFUM (FRAGRANCE), NEOPENTYL GLYCOL DIHEPTANOATE, BUTYLENE GLYCOL, HYDROXYPROPYL GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, CETEARYL ISONONANOATE, TRITICUM VULGARE GERM OIL, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, CAPRYLIC/CAPRIC TRIGLYCERIDE, HYDROLYZED WHEAT PROTEIN, SILK, ETHYLHEXYLGLYCERIN, LINOLEIC ACID, DIGLUCOSYL GALLIC ACID, LIMONENE, CITRUS AURANTIUM BERGAMIA (BERGAMOT) PEEL OIL, LINALOOL, TRITICUM VULGARE (WHEAT) BRAN EXTRACT, TRITICUM VULGARE GERM EXTRACT, CRAMBE MARITIMA LEAF EXTRACT, LINALYL ACETATE, 1,2-HEXANEDIOL, CAPRYLYL GLYCOL, HEXAMETHYLINDANOPYRAN, PINENE, SODIUM BENZOATE, GERANIOL, CAMELLIA OLEIFERA SEED OIL, CITRONELLOL, BENZYL BENZOATE, TOCOPHERYL ACETATE, TOCOPHEROL"
Volumising Root Booster,de,https://image.labiosthetique.com/i/square-1440/m2-product:volumising_root_booster_398063_200ml_cf5a300.jpg/feed-media.jpg,https://www.labiosthetique.de/volumising-root-booster,/volumising-root-booster,110017,Die Mousse für gezieltes Ansatzvolumen und lang anhaltende Fülle im ganzen Haar mit starkem Halt und ohne Silikone.,"27,50 €","137,50 € / 1 l",200 ml,Styling,Vor Gebrauch schütteln und direkt aus der Sprühdose auf die Ansätze sowie bei Bedarf auch auf die Längen geben und leicht ins feuchte Haar einarbeiten. Anschließend wie gewünscht stylen.,"AQUA (WATER), DIMETHYL ETHER, VP/VA COPOLYMER, PHENOXYETHANOL, PANTHENOL, CARBOMER, TRIETHANOLAMINE, PARFUM (FRAGRANCE), PEG-40 HYDROGENATED CASTOR OIL, ETHYLHEXYLGLYCERIN, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, LIMONENE, LINALOOL, LINALYL ACETATE, HYDROGEN PEROXIDE, GERANIOL, CITRONELLOL, PINENE, COUMARIN, TOCOPHEROL"
Calming Aroma Complex ,de,https://image.labiosthetique.com/i/square-1440/m2-product:calming_aroma_complex_382647_30ml_49d53df.jpg/feed-media.jpg,https://www.labiosthetique.de/calming-aroma-complex,/calming-aroma-complex,120115,"Der Aromakomplex nutzt die therapeutischen Kräfte etherischer Öle, um empfindliche Kopfhaut in ihr gesundes Gleichgewicht zurückzubringen und das allgemeine Wohlbefinden zu stärken. Für alle Liebhaber von Visarôme Dynamique E wird dies Ihr neues Lieblingsprodukt.","33,00 €","1.100,00 € / 1 l",30 ml,Haar- & Kopfhautpflege,"Mehrmals wöchentlich den Inhalt von 1 bis 1,5 Pipetten (ca. 1 ml) auf der Kopfhaut verteilen und mit den Fingerkuppen leicht einmassieren.","ALCOHOL DENAT., C9-12 ALKANE, NEOPENTYL GLYCOL DIHEPTANOATE, PARFUM (FRAGRANCE), COCO-CAPRYLATE/CAPRATE, OCTYLDODECANOL, LINALOOL, LINALYL ACETATE, LIMONENE, CITRUS AURANTIUM AMARA (BITTER ORANGE) LEAF/TWIG OIL, CITRUS AURANTIUM BERGAMIA (BERGAMOT) FRUIT OIL, CITRUS AURANTIUM DULCIS (ORANGE) PEEL OIL, CITRUS AURANTIUM BERGAMIA (BERGAMOT) PEEL OIL, CITRUS AURANTIUM PEEL OIL, DIPROPYLENE GLYCOL, OLIBANUM, TERPINEOL, MENTHOL, CITRUS NOBILIS (MANDARIN ORANGE) PEEL OIL, CORIDOTHYMUS CAPITATUS OIL, ISOCAMPHENYL CYCLOHEXANOL MIXED ISOMERS, THYMUS VULGARIS (THYME) LEAF OIL, PINENE, GERANIOL, GERANYL ACETATE, LEPTOSPERMUM SCOPARIUM BRANCH/LEAF OIL, ROSA DAMASCENA FLOWER EXTRACT, MAGNOLIA OFFICINALIS BARK EXTRACT, PIPER NIGRUM (PEPPER) SEED EXTRACT, ROSE FLOWER OIL/EXTRAKT, BETA-CARYOPHYLLENE, ALPHA-TERPINENE, CITRAL, TOCOPHEROL, TERPINOLENE, CARVONE"
Pro Performance Mousse,de,https://image.labiosthetique.com/i/square-1440/m2-product:pro_performance_mousse_410504_200ml_03f651b.jpg/feed-media.jpg,https://www.labiosthetique.de/pro-performance-mousse,/pro-performance-mousse,110033,Als Liebling der Friseure ist die pflegende Mousse die ideale Basis für natürlich gesunde Looks mit Definition und Glanz. Dank pflanzlichem Hitzeschutz gelingen Stylings mit dem Hitzetool besonders schonend und lang anhaltend.,"25,00 €","125,00 € / 1 l",200 ml,Styling,Pro Performance Mousse ins feuchte Haar einarbeiten und wie gewünscht stylen. Kann für Fresh-ups auch im trockenen Haar angewendet werden.,"AQUA (WATER), BUTANE, VP/VA COPOLYMER, PROPANE, POLYQUATERNIUM-11, PHENOXYETHANOL, BRASSICA CAMPESTRIS/ALEURITES FORDI OIL COPOLYMER, ETHYLHEXYL SALICYLATE, COCO-GLUCOSIDE , PANTHENOL, HYDROLYZED WHEAT PROTEIN, CITRUS AURANTIUM BERGAMIA (BERGAMOT) PEEL OIL, COCAMIDOPROPYL BETAINE, ETHYLHEXYL GLYCERIN, PARFUM (FRAGRANCE), SODIUM CHLORIDE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, CITRIC ACID, LIMONENE, LINALOOL, LINALYL ACETATE, PINENE, TERPINEOL, TOCOPHEROL"
Deep Moisturising Mask,de,https://image.labiosthetique.com/i/square-1440/m2-product:deep_moisturising_mask_403726_75ml_0ed6bcc.jpg/feed-media.jpg,https://www.labiosthetique.de/deep-moisturising-mask,/deep-moisturising-mask,027079,"Die intensiv Feuchtigkeit spendende Maske nutzt potente Wirkstoffe auf pflanzlicher Basis, um die schützende Hautbarriere zu stärken und den Feuchtigkeitshaushalt der Haut sofort und lang anhaltend zu verbessern.","34,00 €","453,33 € / 1 l",75 ml,Hautpflege,"Großzügig auf die gereinigte und tonisierte Haut von Gesicht, Hals und Dekolleté auftragen. 10–15 Minuten einwirken lassen, dann wieder abnehmen. Alternativ als Overnight-Maske über Nacht einwirken lassen. Eventuelle Reste in die Haut einmassieren.","AQUA (WATER), GLYCERIN, CETEARYL ALCOHOL, PROPYLENE GLYCOL, CAPRYLIC/CAPRIC TRIGLYCERIDE, CETEARYL ETHYLHEXANOATE, FRUCTOOLIGOSACCHARIDES, NIACINAMIDE, BETA VULGARIS (BEET) ROOT EXTRACT, POTASSIUM LACTATE, LACTIC ACID, ISOPROPYL MYRISTATE, SODIUM CETEARYL SULFATE, TOCOPHEROL, ETHYLHEXYLGLYCERIN, PHENOXYETHANOL, PARFUM (FRAGRANCE), TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, LIMONENE, CITRUS LIMON (LEMON) PEEL OIL, CITRONELLOL, PINENE"
Spa Nourishing Foot Cream,de,https://image.labiosthetique.com/i/square-1440/m2-product:spa_nourishing_foot_cream_417067_75ml_7ef7dc0.jpg/feed-media.jpg,https://www.labiosthetique.de/spa-nourishing-foot-cream,/spa-nourishing-foot-cream,001607,Reichhaltige Pflegecreme mit 10 % Urea für trockene Füße.,"18,50 €","246,67 € / 1 l",75 ml,Hautpflege,"Mindestens einmal täglich auf die gereinigten, trockenen Füße auftragen und sorgfältig einmassieren.","AQUA (WATER), UREA, CETEARYL ALCOHOL, CANOLA OIL, GLYCERIN, SODIUM LACTATE, CETEARYL GLUCOSIDE, BUTYROSPERMUM PARKII (SHEA) BUTTER, ISOPROPYL PALMITATE, PENTAERYTHRITYL DISTEARATE, SODIUM STEAROYL GLUTAMATE, INULIN, PARFUM (FRAGRANCE), SODIUM CETEARYL SULFATE, LACTIC ACID, ALPHA-GLUCAN OLIGOSACCHARIDE, SODIUM BENZOATE, ALLANTOIN, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, POTASSIUM SORBATE, LIMONENE, CITRUS LIMON PEEL OIL, CITRUS AURANTIUM PEEL OIL, PINENE, CITRAL, DISODIUM PHOSPHATE, LEMONGRASS OIL, LINALOOL, POTASSIUM PHOSPHATE, CITRIC ACID"
Powder Spray,de,https://image.labiosthetique.com/i/square-1440/m2-product:powder_spray_408046_75ml_026cb05.jpg/feed-media.jpg,https://www.labiosthetique.de/powder-spray?childSku=4040218884548,/powder-spray?childSku=4040218884548,110274,Das perfekte Finish für lässige Matt-Looks mit griffiger Fülle. Für lang anhaltende Styles und zum Auffrischen der Frisur zwischendurch.,"10,00 €","133,33 € / 1 l",75 ml,Styling,Vor Gebrauch gut schütteln. Aus 20-30 cm Entfernung auf die Ansätze oder das gesamte trockene Haar sprühen und mit den Fingern in die gewünschte Form bringen.,"BUTANE, PROPANE, ALCOHOL DENAT., ALUMINUM STARCH OCTENYLSUCCINATE, ISOBUTANE, SILICA, PARFUM (FRAGRANCE), AQUA (WATER), CAPRYLIC/CAPRIC TRIGLYCERIDE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, STEARALKONIUM HECTORITE, LIMONENE, LINALOOL, PROPYLENE CARBONATE"
Homme Texture Pomade,de,https://image.labiosthetique.com/i/square-1440/m2-product:homme_texture_pomade_413151_75ml_948d104.jpg/feed-media.jpg,https://www.labiosthetique.de/homme-texture-pomade-1,/homme-texture-pomade-1,110216,"Wasserbasiert und unkompliziert: Die moderne Pomade schafft flexible, remodellierbare Styles mit natürlicher Textur, aufbaubarem Halt und seidenmattem bis mattem Finish.","29,00 €","386,67 € / 1 l",75 ml,Styling,Ins trockene oder feuchte Haar einarbeiten.,"AQUA (WATER), CETEARETH-25, CERA ALBA (BEESWAX), PEG-7 GLYCERYL COCOATE, PEG-40 HYDROGENATED CASTOR OIL, POLYSORBATE 20, DICAPRYLYL CARBONATE, PVP, PARFUM (FRAGRANCE), PHENOXYETHANOL, CAPRYLOYL GLYCINE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, ETHYLHEXYLGLYCERIN, SODIUM POLYPHOSPHATE, LINALOOL, LIMONENE, LINALYL ACETATE, PINENE, CITRUS AURANTIUM BERGAMIA (BERGAMOT) PEEL OIL, CITRUS AURANTIUM PEEL OIL, GERANIOL, LAVANDULA OIL/EXTRACT, CITRUS LIMON PEEL OIL, TERPINEOL, COUMARIN, CITRAL, BETA-CARYOPHYLLENE, CAMPHOR, ROSE KETONES, VANILLIN, TOCOPHEROL"
N°9 Lidschattenpinsel,de,https://image.labiosthetique.com/i/square-1440/m2-product:n_9_lidschattenpinsel_394494_1St_ck_97e968d.jpg/feed-media.jpg,https://www.labiosthetique.de/n-9-lidschattenpinsel,/n-9-lidschattenpinsel,031691,Zum Auftragen von Lidschatten und zum gezielten Setzen von Akzenten: softer Löffelpinsel aus besonders hygienischem Synthetikhaar,"15,00 €",,1 pcs,Make-Up,Mit dem Pinsel Farbpigmente aufnehmen und in der Lidfalte und entlang des Wimpernrandes verteilen und schattieren.,
Nail Enamel Remover,de,https://image.labiosthetique.com/i/square-1440/m2-product:nail_enamel_remover_247749_100ml_3565b01.jpg/feed-media.jpg,https://www.labiosthetique.de/nail-enamel-remover-1,/nail-enamel-remover-1,020145,Der acetonfreie Nagellackentferner beseitigt alle Nagellack-Spuren sanft und sicher – mit einer extra Portion an Pflege.,"21,00 €","210,00 € / 1 l",100 ml,Make-Up,"Einen mit Nail Enamel Remover getränkten Wattepad einige Sekunden auf den lackierten Nagel pressen, damit sich die Flüssigkeit verteilt und der Lack gleichmäßig einweicht. Anschließend zügig entfernen. Ab ist der Lack.","ETHYL ACETATE, BUTYL ACETATE, ISOPROPYL ALCOHOL, PROPYLENE GLYCOL, PERSEA GRATISSIMA (AVOCADO) OIL, PARFUM (FRAGRANCE), CAPRYLIC/CAPRIC TRIGLYCERIDE, SIMMONDSIA CHINENSIS (JOJOBA) SEED OIL, BENZOTRIAZOLYL DODECYL P-CRESOL, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, PANTHENOL, AQUA (WATER), PANTOLACTONE, CI 26100, BENZYL SALICYLATE, LINALOOL, LIMONENE, CITRUS AURANTIUM PEEL OIL, AMYL CINNAMAL, VANILLIN, GERANYL ACETATE, TERPINEOL, COUMARIN, BENZYL ALCOHOL, ALPHA-ISOMETHYL IONONE, PINENE"
Sensual Lipstick Brilliant B237 Baroque Rose,de,https://image.labiosthetique.com/i/square-1440/m2-product:sensual_lipstick_brilliant_b237_baroque_rose_324263_3_3g_01cef32.jpg/feed-media.jpg,https://www.labiosthetique.de/sensual-lipstick-brilliant?childSku=4040218830347,/sensual-lipstick-brilliant?childSku=4040218830347,019852,Der Lippenstift pflegt mit wertvollen Ölen und sorgt für einen filmreifen Kussmund.,"26,50 €",,"3,3 g",Make-Up,Sensual Lipstick Brilliant einfach auf die Lippen auftragen und schimmern. Ein Lippenpinsel sorgt für ein noch präziseres Ergebnis. Durch sanftes Nachziehen der Lippenkontur in einem farblich auf den Lippenstift abgestimmten Konturenstift lässt sich die brillante Farbwirkung intensivieren.,"POLYGLYCERYL-2 TRIISOSTEARATE, CAPRYLIC/CAPRIC TRIGLYCERIDE, MICA, CI 77891 (TITANIUM DIOXIDE), HELIANTHUS ANNUUS (SUNFLOWER) SEED WAX, CANDELILLA CERA (EUPHORBIA CERIFERA WAX), CI 77491 (IRON OXIDES), ETHYL VANILLIN, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, SILICA, AROMA (FLAVOR), CI 15850 (RED 7 LAKE), ASCORBYL PALMITATE, TOCOPHEROL, DISTEARDIMONIUM HECTORITE, POLYHYDROXYSTEARIC ACID, BENZYL ALCOHOL, ALUMINUM CALCIUM SODIUM SILICATE, TIN OXIDE"
Curl Activating Conditioning Spray,de,https://image.labiosthetique.com/i/square-1440/m2-product:curl_activating_conditioning_spray_247197_200ml_aa62d1f.jpg/feed-media.jpg,https://www.labiosthetique.de/curl-activating-conditioning-spray,/curl-activating-conditioning-spray,120565,"Die einfach anzuwendende Sprühlotion konditioniert und aktiviert Locken, verhilft ihnen zu springlebendiger Vitalität und verleiht Sprungkraft mit flexiblem Halt.","24,50 €","122,50 € / 1 l",200 ml,Haar- & Kopfhautpflege,"Nach der Haarwäsche gleichmäßig ins feuchte Haar sprühen. Nicht ausspülen. Curl Activating Conditioning Spray eignet sich für alle Lockenstylings und ist ideal zum Fingerstyling, Lufttrocknen oder zum Trocknen mit dem Diffusor.","AQUA (WATER), GLYCERIN, POLYQUATERNIUM-10, METHYL GLUCETH-10, MAGNESIUM SULFATE, PARFUM (FRAGRANCE), PANTHENOL, PEG-40 HYDROGENATED CASTOR OIL, TRIDECETH-9, LACTIC ACID, SODIUM BENZOATE, PG-HYDROXYETHYLCELLULOSE COCODIMONIUM CHLORIDE, PROPYLENE GLYCOL, POTASSIUM SORBATE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, PHENOXYETHANOL, LIMONENE, HYDROLYZED WHEAT PROTEIN, LINALOOL, HEXAMETHYLINDANOPYRAN, SERINE, SODIUM LACTATE, SORBITOL, TEA-LACTATE, UREA, LINALYL ACETATE, BENZYL SALICYLATE, ALPHA-ISOMETHYL IONONE, CITRIC ACID, PINENE, CITRONELLOL, SODIUM CHLORIDE, COUMARIN, CITRUS LIMON (LEMON) PEEL OIL, POGOSTEMON CABLIN OIL, SCLAREOL, ALLANTOIN"
Natural Skin 2/2 Medium Beige,de,https://image.labiosthetique.com/i/square-1440/m2-product:natural_skin_2_2_medium_beige_390393_30ml_cfc3772.jpg/feed-media.jpg,https://www.labiosthetique.de/natural-skin?childSku=4040218841947,/natural-skin?childSku=4040218841947,021703,"Mit mittlerer Deckkraft, feuchtigkeitsspendenden und pflegenden Komponenten schafft die zarte Foundation einen seidig glatten, natürlich ebenmäßigen Teint.","42,50 €",,30 ml,Make-Up,Nach der Gesichtspflege mit den Fingern oder mit einem Make-up-Schwämmchen oder -Pinsel auftragen und verblenden.,"AQUA (WATER), CI 77891 (TITANIUM DIOXIDE), CAPRYLIC/CAPRIC TRIGLYCERIDE, ETHYLHEXYL SALICYLATE, PENTYLENE GLYCOL, SILICA, ALCOHOL DENAT., SQUALANE, STEARIC ACID, PALMITIC ACID, CI 77492 (IRON OXIDES), GLYCOL STEARATE, MYRISTYL MYRISTATE, CETEARYL ALCOHOL, CI 77491 (IRON OXIDES), SODIUM CETEARYL SULFATE, ETHYLHEXYL PALMITATE, TOCOPHERYL ACETATE, CI 77499 (IRON OXIDES), XANTHAN GUM, PARFUM (FRAGRANCE), HYDROLYZED JOJOBA ESTERS, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, MYRISTIC ACID, SODIUM HYDROXIDE, ARACHIDIC ACID, TOCOPHEROL, JOJOBA ESTERS, CITRONELLOL, TRIHYDROXYSTEARIN, DIMETHYL PHENETHYL ACETATE, ALUMINA, MAGNESIUM OXIDE, TERPINEOL, VANILLIN, HEXYL CINNAMAL, ALPHA-ISOMETHYL IONONE, SODIUM HYALURONATE, GLUCOMANNAN"
Volume Strengthening Conditioning Spray,de,https://image.labiosthetique.com/i/square-1440/m2-product:volume_strengthening_conditioning_spray_247451_150ml_206c9e3.jpg/feed-media.jpg,https://www.labiosthetique.de/volume-strengthening-conditioning-spray,/volume-strengthening-conditioning-spray,120922,"Der praktische Leave-in Conditioner versorgt das Haar im Nu mit Pflege und Feuchtigkeit, ohne es zu beschweren. Er schützt vor Hitzeschäden, sorgt für flexiblen Halt und schwereloses Volumen.","31,50 €","210,00 € / 1 l",150 ml,Haar- & Kopfhautpflege,Für maximales Volumen gleichmäßig in das handtuchtrockene Haar sprühen. Anschließend kämmen und föhnen oder wie gewohnt stylen.,"AQUA (WATER), ALCOHOL DENAT., POLYQUATERNIUM-11, HEXYLENE GLYCOL , LACTIC ACID, PENTYLENE GLYCOL, PEG-40 HYDROGENATED CASTOR OIL, TRIDECETH-9, PARFUM (FRAGRANCE), SODIUM BENZOATE, HYDROLYZED RICE BRAN PROTEIN, HYDROLYZED SOY PROTEIN, KAPPAPHYCUS ALVAREZII EXTRACT, PANTHENOL, LAMINARIA SACCHARINA EXTRACT, PROPYLENE GLYCOL, HYDROXYPROPYL OXIDIZED STARCH PG-TRIMONIUM CHLORIDE, CETRIMONIUM CHLORIDE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, GLYCINE, STARCH HYDROXYPROPYLTRIMONIUM CHLORIDE, HEXADECANOLACTONE, ACACIA SENEGAL GUM, PULLULAN, SORBITOL, TREHALOSE, BENZYL SALICYLATE, ALPHA-ISOMETHYL IONONE, SODIUM LACTATE, LIMONENE, PHENOXYETHANOL, SODIUM CHLORIDE, UREA, CITRUS AURANTIUM BERGAMIA (BERGAMOT) PEEL OIL, LINALYL ACETATE, GLYCERIN, PINENE, CITRIC ACID, LINALOOL, ETHYLHEXYLGLYCERIN, LEVULINIC ACID, PLANKTON EXTRACT, P-ANISIC ACID"
glam + colour Iced Espresso .21 .BA Colouring Mask,de,https://image.labiosthetique.com/i/square-1440/m2-product:glam_colour_iced_espresso_.21_.ba_colouring_mask_381801_200ml_cf5a4ed.jpg/feed-media.jpg,https://www.labiosthetique.de/glam-colour-iced-espresso-21-ba-colouring-mask,/glam-colour-iced-espresso-21-ba-colouring-mask,038222,Die Haarmaske mit Farbpigmenten und Farbschutz wirkt intensiv pflegend und verleiht braunem Haar einen kühlen Espresso-Ton mit leuchtenden Reflexen.,"37,50 €","187,50 € / 1 l",200 ml,Haar- & Kopfhautpflege,"Die Colouring Mask unter Verwendung der beigefügten Handschuhe gleichmäßig im gewaschenen, handtuchtrockenen Haar verteilen. Je nach gewünschter Intensität 3-10 Minuten einwirken lassen, anschließend gründlich ausspülen.","AQUA (WATER), BEHENAMIDOPROPYL DIMETHYLAMINE, DICAPRYLYL ETHER , NEOPENTYL GLYCOL DIHEPTANOATE, PROPYLENE GLYCOL, INULIN, DICOCOYL PENTAERYTHRITYL DISTEARYL CITRATE , CETEARYL ALCOHOL, LACTIC ACID, LAURYL ALCOHOL, PARFUM (FRAGRANCE), BEHENTRIMONIUM METHOSULFATE, CETRIMONIUM CHLORIDE, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, HC BLUE NO. 2, BENZOIC ACID, GLYCERIN, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, BASIC YELLOW 57, BUTYLENE GLYCOL, HC BLUE NO. 16, CITRUS AURANTIUM BERGAMIA (BERGAMOT) PEEL OIL, LIMONENE, HC YELLOW NO. 2, BASIC BROWN 17, BASIC RED 76, N,N´-BIS(2-HYDROXYETHYL)-2-NITRO-P-PHENYLENEDIAMINE, LINALOOL, HELIANTHUS ANNUUS (SUNFLOWER) SEED EXTRACT, LINALYL ACETATE, GERANIOL, TERPINEOL, CITRONELLOL, ORYZA SATIVA (RICE) SEED PROTEIN, PINENE, CITRIC ACID, ORYZA SATIVA (RICE) EXTRACT, GLUCONOLACTONE , SODIUM BENZOATE, CALCIUM GLUCONATE"
Colour Protection Shine Restoring Softening Shampoo,de,https://image.labiosthetique.com/i/square-1440/m2-product:colour_protection_shine_restoring_softening_shampoo_389997_100ml_05bc930.jpg/feed-media.jpg,https://www.labiosthetique.de/colour-protection-shine-restoring-softening-shampoo?childSku=4040218873047,/colour-protection-shine-restoring-softening-shampoo?childSku=4040218873047,120737,"Das milde Shampoo reinigt coloriertes, strapaziertes Haar und versorgt es mit Feuchtigkeit und Pflege. Die Haarfarbe ist vor Pigmentverlust geschützt und kann ihre Brillanz länger bewahren.","16,00 €","160,00 € / 1 l",100 ml,Haar- & Kopfhautpflege,Gleichmäßig im Haar und auf der Kopfhaut verteilen und einmassieren. Anschließend gründlich ausspülen.,"AQUA (WATER), SODIUM LAURETH SULFATE, COCAMIDOPROPYL BETAINE, SODIUM CHLORIDE, PARFUM (FRAGRANCE), POLYQUATERNIUM-10, DIMETHYLPABAMIDOPROPYL LAURDIMONIUM TOSYLATE, SODIUM BENZOATE, TROMETHAMINE, PANTHENOL, BENZOIC ACID, GLYCERIN, BUTYLENE GLYCOL, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, HELIANTHUS ANNUUS (SUNFLOWER) SEED EXTRACT, HEXAMETHYLINDANOPYRAN, CITRUS AURANTIUM BERGAMIA (BERGAMOT) PEEL OIL, LIMONENE, ALPHA-ISOMETHYL IONONE, LINALOOL, LINALYL ACETATE, SODIUM ACETATE, CITRIC ACID, ISOPROPYL ALCOHOL"
Silky Mineral Powder 2/4 Medium Peach,de,https://image.labiosthetique.com/i/square-1440/m2-product:silky_mineral_powder_2_4_medium_peach_247789_12g_19e3da6.jpg/feed-media.jpg,https://www.labiosthetique.de/silky-mineral-powder?childSku=4040218835946,/silky-mineral-powder?childSku=4040218835946,018205,"Das lose Mineral-Puder fixiert das Make-up und zaubert als Puder mit puren Mineral-Pigmenten eine Haut, so rein, frisch und luxuriös wie reinste Seide.","31,00 €",,12 g,Make-Up,Zum Fixieren und zur Verbesserung der Haltbarkeit des Make-ups: Silky Mineral Powder mit der flauschigen Quaste hauchzart auf das Gesicht stäuben. Für ein deckenderes Ergebnis: Silky Mineral Powder mit dem Belavance Kabuki-Pinsel durch leichtes Eindrehen in Kreisbewegungen in die Haut einarbeiten.,"MICA, ZINC STEARATE, KAOLIN, BORON NITRIDE, SYNTHETIC FLUORPHLOGOPITE, MAGNESIUM MYRISTATE, CI 77492 (IRON OXIDES), CI 77491 (IRON OXIDES), CI 77499 (IRON OXIDES), DEHYDROACETIC ACID, STEARIC ACID"
